mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.8534302711486816,0.02617819657908791,0.039552736282348636,0.004837814508725408,,1,2,50,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.9199137311286844,0.9197037897488021,0.9219674022789557,0.9228995532497478,0.9226574831396183,0.9214283919091617,0.0013589674766527095,4,0.9958639874089528,0.9958315050460729,0.9958312001755284,0.9956137144528109,0.9961254477666496,0.9958531709700029,0.00016281474198551185
1.6627148628234862,0.056498074227020016,0.08160004615783692,0.009184502640183792,,1,2,100,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9200343938091143,0.9202204815781839,0.9242053789731052,0.9237410071942446,0.9232758620689655,0.9222954247247227,0.0017953574104224545,1,0.9959745297518846,0.9959404600811907,0.9959037378392217,0.9956865038748355,0.9961251644977336,0.9959260792089732,0.00014148123149345656
0.7901463985443116,0.01901207613333532,0.04301333427429199,0.019713883687382174,,1,5,50,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.9199713672154617,0.9185677158533064,0.9226352806085834,0.9220183486238532,0.9200857755539671,0.9206556975710345,0.0014784014129432099,9,0.9813606034232666,0.9822768294008916,0.9815324449594438,0.9817483884985877,0.9817799833375593,0.9817396499239498,0.0003088284586574374
1.5907485961914063,0.12864541192030315,0.07856998443603516,0.011082279555563934,,1,5,100,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9209209209209209,0.9182408074981976,0.9254417468754489,0.9248206599713056,0.92169191197485,0.9222232094481446,0.0026436145746094367,2,0.9826560232220609,0.982649328068968,0.982532434587229,0.9826849235673404,0.9826849235673404,0.9826415266025877,5.6460031470654877e-05
0.780922269821167,0.010503903230832225,0.03975114822387695,0.014178290566135295,,2,2,50,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.9173683459397746,0.916076845298281,0.9206758304696449,0.9252323087919943,0.9189421015010721,0.9196590864001534,0.0031839782300145582,12,0.9692147049292479,0.9703170028818444,0.9688748155877802,0.9693829825508185,0.9685878962536023,0.9692754804406587,0.0005887824217130863
1.4890782833099365,0.023884185653654664,0.06499314308166504,0.009213172127950114,,2,2,100,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9174154899443732,0.9164140320485058,0.9227461659739143,0.9248604551309575,0.9203312392918332,0.9203534764779168,0.003168258240086105,11,0.970455935801936,0.9711095100864553,0.9691055739593836,0.9704802361581107,0.9699697537087715,0.9702242019429314,0.0006661977302850536
0.7501205921173095,0.04121139668300272,0.03617100715637207,0.0032711072753510047,,2,5,50,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.9196581196581196,0.9156834532374101,0.9239380022962113,0.9229005445686443,0.92175899486008,0.9207878229240931,0.0029210004149469847,8,0.9662064998561979,0.9671388509383764,0.9655321137188657,0.9659859053645908,0.9658294707340735,0.9661385681224208,0.000546226050102458
1.5094225883483887,0.07761764862346732,0.06771821975708008,0.009996515201934536,,2,5,100,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.919396183423526,0.9169186465082794,0.9226139294926913,0.9249713631156931,0.9215182648401826,0.9210836774760744,0.0027509909554186995,6,0.9669278884175714,0.9674264758754584,0.965998130975487,0.9669831678895123,0.9664892852006328,0.9667649896717323,0.0004849302937991787
0.5481172561645508,0.05648637361266953,0.02256937026977539,0.004556724630454396,10,1,2,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.9045409813018417,0.9013280022847351,0.9071408410951172,0.9119818285065304,0.9053497942386831,0.9060682894853815,0.003505411221578593,21,0.9145434683017937,0.9163349445550185,0.9160505182721902,0.9151359817741705,0.914071696094168,0.9152273217994683,0.0008620846801293174
1.014046812057495,0.04917078193929767,0.04111466407775879,0.005465538154280495,10,1,2,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9061132288578286,0.9006565800742221,0.9069340488631549,0.9115896854633041,0.9068780073591848,0.9064343101235389,0.0034787859560662876,18,0.9147896302592435,0.9158167797874986,0.9149582920967058,0.9150893142512163,0.9153616173120729,0.9152031267413474,0.00035932323857454645
0.5052795886993409,0.021329652206231627,0.023327445983886717,0.0011298633834210877,10,1,5,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.9057510244453865,0.9031334954929174,0.9071053751240958,0.9114245416078984,0.9057406094968108,0.9066310092334218,0.002720395666315395,17,0.9147753425627589,0.9141211194480993,0.9133259950999538,0.9142958244869073,0.9142897940242031,0.9141616151243845,0.00047138181487801244
1.0558823585510253,0.016830364804753296,0.0388066291809082,0.003753502395210346,10,1,5,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9052393729699195,0.9031981724728726,0.9062322946175637,0.910969568294409,0.9053730080383585,0.9062024832786246,0.002583311143557905,19,0.9141258543149545,0.9147644573822287,0.9132131705932444,0.9142816661943893,0.914001421464108,0.9140773139897849,0.0005037430920045715
0.5214282989501953,0.018866612842867298,0.020893096923828125,0.0032200024310003674,10,2,2,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.9033536153955002,0.9037859379447766,0.9063691568987431,0.9092453631601303,0.9065155807365439,0.9058539308271388,0.0021322862657686273,22,0.9137937143464551,0.9154450817930742,0.9126646833829154,0.9129001382537488,0.9135160175319816,0.9136639270616349,0.0009790909475737785
1.1177546024322509,0.010036535752405368,0.041103172302246097,0.0011186993267620223,10,2,2,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9050169109357384,0.9028490028490028,0.9061616732617298,0.9101711698967322,0.9064443188241944,0.9061286151534796,0.0023847328418016497,20,0.9138941866214594,0.914569653948536,0.9126433526829959,0.9127274016809107,0.9136066040421292,0.9134882397952062,0.0007267693389598067
0.5892407894134521,0.01638513913236888,0.022303962707519533,0.0037310419895642964,10,2,5,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.9022259791490561,0.9010550327915597,0.9041601590231435,0.9095782197771195,0.9056338028169014,0.9045306387115561,0.0029740071642959834,24,0.9111393656848202,0.9139326800170431,0.9112951967860063,0.9124606515049694,0.91216000567396,0.9121975799333597,0.0010015291825599484
1.1252715110778808,0.044220564672995594,0.048600959777832034,0.015309976425880781,10,2,5,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9044190314838345,0.8996856244641326,0.9062012203774655,0.9091932986062228,0.9065841305571187,0.9052166610977548,0.0031585298736844522,23,0.9128495575221239,0.9132721973412953,0.9122058718987702,0.9121270962047661,0.9137509305540785,0.9128411307042068,0.000620809832392154
0.8198015689849854,0.026449847521722258,0.03997659683227539,0.006323390315676932,20,1,2,50,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.9207622868605817,0.916883869099334,0.9256008058713484,0.9239833309383532,0.9193756265215524,0.9213211838582339,0.003136543101096274,5,0.9781929199680163,0.9785282771671883,0.9789757020224065,0.9795858850976962,0.977632296781233,0.9785830162073081,0.0006661812105166509
1.4689318180084228,0.03511946149639375,0.06556930541992187,0.008400626172377879,20,1,2,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9215349369988545,0.916931982633864,0.924780670214296,0.9256388171116853,0.9205440229062276,0.9218860859729855,0.003128232334763314,3,0.9784434185175761,0.9787001638448936,0.9787590019640648,0.9804707425490053,0.9774594633898058,0.9787665580530691,0.0009717639322057326
0.7142466545104981,0.035051610553082924,0.03430099487304687,0.010396921346374837,20,1,5,50,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.919651776794634,0.9151366199219315,0.9241815048822516,0.9236499068901304,0.9202681500499216,0.9205775917077738,0.0032552840771966924,10,0.965001625311518,0.9633829264769609,0.964325731015289,0.9629174053037155,0.9626451287228672,0.96365456336607,0.0008833106820988066
1.517249870300293,0.037728536234204774,0.08552083969116211,0.03691238248704369,20,1,5,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.918486795146324,0.9165099117349154,0.9239380022962113,0.9255867200915856,0.920662100456621,0.9210367059451314,0.0033542328310737363,7,0.9657561433262368,0.9631556133506719,0.9649293892440496,0.9644637053087757,0.96393016880681,0.9644470040073088,0.0008810934864114206
0.7221575260162354,0.0664780028002678,0.03387737274169922,0.006847082731902742,20,2,2,50,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.919327251995439,0.9155722326454033,0.9211130235226621,0.921447989698097,0.920177066971298,0.9195275129665799,0.0021122661707484286,15,0.9572717145218672,0.9577079509052299,0.9568376375800303,0.9569884726224784,0.9564092428217199,0.9570430036902652,0.00043388135665585475
1.440255069732666,0.061002174022691064,0.05308074951171875,0.00555035571741384,20,2,2,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9182945957507486,0.9160657629074127,0.9198106440969732,0.9233190271816881,0.9204448246364414,0.9195869709146528,0.0023993051525523705,13,0.9581535806729939,0.9571541729675236,0.9568249631520294,0.9576237623762376,0.9559373202990225,0.9571387598935613,0.0007492998972028673
0.7749886512756348,0.012109708359698311,0.03529810905456543,0.006211882911219383,20,2,5,50,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.917546362339515,0.9172433679354095,0.9205802096797358,0.9231429798196651,0.9163698532554495,0.9189765546059551,0.002520915966142875,16,0.9550941227187815,0.9549938791675668,0.9546499928129941,0.9548252402721285,0.9542380198589725,0.9547602509660887,0.00030171452839902247
1.2008856296539308,0.028561824808430867,0.046545982360839844,0.0004645420671818991,20,2,5,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9187107815173987,0.9158016147635525,0.9201378914105143,0.9250572082379863,0.9180561493515748,0.9195527290562053,0.00308743229725025,14,0.9551413281614769,0.9554955927325058,0.9545846507617132,0.9552228061334677,0.9533555962512119,0.9547599948080749,0.0007620754026825784
